Bin,Continent,Location,Sample_type,Sample_type_specific
GCA_034836595.1_PDT002043361.1_genomic,North_America,USA,Food,Food_Powdered
GCA_034836555.1_PDT002043362.1_genomic,North_America,USA,Food,Food_Powdered
GCA_034836535.1_PDT002043363.1_genomic,North_America,Dominican Republic,Food,Food_Powdered
GCA_034836515.1_PDT002043365.1_genomic,North_America,Dominican Republic,Food,Food_Powdered
GCA_034836495.1_PDT002043367.1_genomic,North_America,USA,Food,Food_Powdered
GCA_034838495.1_PDT002043369.1_genomic,North_America,USA,Food,Food_Powdered
GCA_034836415.1_PDT002043372.1_genomic,North_America,USA,Clinical,Clin_Other
GCA_034836475.1_PDT002043373.1_genomic,North_America,USA,Clinical,Clin_Other
GCA_034837155.1_PDT002043374.1_genomic,North_America,USA,Clinical,Clin_Other
GCA_034836355.1_PDT002043375.1_genomic,North_America,USA,Clinical,Clin_Other
GCA_034838475.1_PDT002043376.1_genomic,North_America,USA,Clinical,Clin_Other
GCA_034836395.1_PDT002043377.1_genomic,North_America,USA,Clinical,Clin_Other
